หมายเลขบ่อน้ำบาดาล,ปีงบประมาณ,หน่วยงานเจ้าของบ่อ,หน่วยงานที่รับผิดชอบ,สถานะที่เจาะ,หมู่ที่,ชื่อหมู่บ้าน,ชื่อตำบล,ชื่ออำเภอ,ชื่อจังหวัด,ประเภทบ่อน้ำบาดาล,สถานะบ่อน้ำบาดาล,สภาพน้ำบาดาล,เครื่องสูบ,วันที่เริ่มเจาะ,วันที่สิ้นสุดการเจาะ,ความลึกเจาะ,ความลึกพัฒนา,ปริมาณน้ำ,ระยะน้ำลด,ระดับน้ำปกติ,ขนาดบ่อน้ำ,แรงม้า,ลงท่อดูด,วันที่ติดตั้งระบบปะปา,UTM_DATUM,ZoneNumber,ZoneDesignators,utme,utmn,LATITUDE,LONGITUDE,สถานะข้อมูล
DB251,2546,,สำนักทรัพยากรน้ำบาดาล เขต 2,บ้านสระน้ำส้ม,18,ต้นมะม่วงพัฒนา,ห้วยขวาง,กำแพงแสน,นครปฐม,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),8/11/2539 0:00:00,15/11/2539 0:00:00,120.00,114.00,13.00,2.00,22.00,150,1.50,36.00,,WGS84,47,P,611786,1541015,13.91402442,100.0162182,อนุมัติ
DB252,2546,,สำนักทรัพยากรน้ำบาดาล เขต 2,บ้านหนองงูเหลือม,7,หนองงูเหลือม,หนองงูเหลือม,เมืองนครปฐม,นครปฐม,อุปโภค-บริโภค,ใช้การได้,สาเหตุอื่น,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),16/11/2539 0:00:00,23/11/2539 0:00:00,135.00,129.00,18.00,2.00,21.00,150,2.00,,,WGS84,47,P,602965,1536900,,,อนุมัติ
DB254,2546,,สำนักทรัพยากรน้ำบาดาล เขต 2,บ้านหนองลาดหญ้า,6,หนองลาดหญ้า,โพรงมะเดื่อ,เมืองนครปฐม,นครปฐม,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),1/12/2539 0:00:00,7/12/2539 0:00:00,135.00,108.00,18.00,2.00,18.00,150,2.00,,2000-01-01,WGS84,47,P,604698,1530638,,,อนุมัติ
DB255,2546,กองน้ำบาดาล,สำนักทรัพยากรน้ำบาดาล เขต 2,บ้านดอนประดู่,7,ทุ่งสีสุก,หนองปากโลง,เมืองนครปฐม,นครปฐม,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),8/12/2539 0:00:00,16/12/2539 0:00:00,195.00,177.00,22.00,2.00,24.00,100,1.50,,,WGS84,47,P,611267,1529876,,,อนุมัติ
DB256,2546,,สำนักทรัพยากรน้ำบาดาล เขต 2,บ้านต้นมะเกลือ,7,ยางประสาท,บ้านยาง,เมืองนครปฐม,นครปฐม,อุปโภค-บริโภค,ใช้การได้,สาเหตุอื่น,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),17/12/2539 0:00:00,23/12/2539 0:00:00,120.00,111.00,22.00,2.00,15.00,150,1.50,,,WGS84,47,P,598813,1533485,,,อนุมัติ
DB257,2546,,สำนักทรัพยากรน้ำบาดาล เขต 2,บ้านหัวชุกบัว,4,หัวซุกบัว,สระพัฒนา,กำแพงแสน,นครปฐม,,ใช้การได้,สาเหตุอื่น,,24/12/2539 0:00:00,30/12/2539 0:00:00,190.50,123.00,5.00,17.00,26.00,100,,,,WGS84,47,P,611968,1557991,14.10797675,100.009374,อนุมัติ
DB258,2546,,สำนักทรัพยากรน้ำบาดาล เขต 2,บ้านทุ่งรี,1,ทุ่งรี,ทัพหลวง,เมืองนครปฐม,นครปฐม,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),1/1/2540 0:00:00,7/1/2540 0:00:00,120.00,111.00,18.00,2.00,21.00,100,3.00,,1997-01-01,WGS84,47,P,607583,1536665,,,อนุมัติ
DB259,2546,,สำนักทรัพยากรน้ำบาดาล เขต 2,บ้านห้วยด้วน,7,ห้วยด้วน,ห้วยด้วน,ดอนตูม,นครปฐม,อุปโภค-บริโภค,ใช้การได้,สาเหตุอื่น,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),8/1/2540 0:00:00,14/1/2540 0:00:00,150.00,117.00,13.00,2.00,28.00,100,1.50,,,WGS84,47,P,618478,1535953,13.92354102,100.1042804,อนุมัติ
DB26,2546,,สำนักทรัพยากรน้ำบาดาล เขต 2,บ้านหนองกระเจาโซ้ง,02,แหลมกระเจา,ลำลูกบัว,ดอนตูม,นครปฐม,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),22/10/2534 0:00:00,31/10/2534 0:00:00,160.50,159.00,6.82,11.70,24.30,,2.00,,1993-01-01,WGS84,47,P,618367,1546885,14.01217725,100.0956753,อนุมัติ
DB260,2546,,สำนักทรัพยากรน้ำบาดาล เขต 2,บ้านอ้ออีเตี้ย,8,อ้อยอีเตี้ย,บ่อพลับ,เมืองนครปฐม,นครปฐม,อุปโภค-บริโภค,ใช้การได้,สาเหตุอื่น,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),15/1/2540 0:00:00,23/1/2540 0:00:00,195.00,189.00,22.00,2.00,28.00,100,,,,WGS84,47,P,614938,1530421,,,อนุมัติ
DB262,2546,,สำนักทรัพยากรน้ำบาดาล เขต 2,บ้านทุ่งอีเทศ,4,ทุ่งอีเทศ,กำแพงแสน,กำแพงแสน,นครปฐม,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),1/2/2540 0:00:00,6/2/2540 0:00:00,120.00,117.00,18.00,2.00,19.00,100,1.50,,,WGS84,47,P,605974,1548339,14.00355428,99.98129697,อนุมัติ
DB263,2546,,สำนักทรัพยากรน้ำบาดาล เขต 2,บ้านลาดบัว,1,คลองจินดา,คลองจินดา,สามพราน,นครปฐม,อุปโภค-บริโภค,ใช้การได้,สาเหตุอื่น,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),7/2/2540 0:00:00,14/2/2540 0:00:00,180.00,159.00,18.00,2.00,44.00,100,3.00,,,WGS84,47,P,626599,1513346,,,อนุมัติ
DB265,2546,,สำนักทรัพยากรน้ำบาดาล เขต 2,บ้านขุนแก้ว,3,ท่ามอญ,ขุนแก้ว,นครชัยศรี,นครปฐม,,ใช้การได้,สาเหตุอื่น,,22/2/2540 0:00:00,28/2/2540 0:00:00,171.00,156.00,18.00,2.00,36.00,100,,,,WGS84,47,P,632881,1524537,13.78207319,100.2027047,อนุมัติ
DB27,2546,,สำนักทรัพยากรน้ำบาดาล เขต 2,บ้านหนองแก,8,หนองแก,หนองงูเหลือม,เมืองนครปฐม,นครปฐม,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),1/11/2534 0:00:00,7/11/2534 0:00:00,126.00,105.00,18.01,0.24,13.33,150,2.00,,,WGS84,47,P,600614,1539371,,,อนุมัติ
DB28,2546,,สำนักทรัพยากรน้ำบาดาล เขต 2,บ้านหนองปากโลง,3,หนองปากโลง,หนองปากโลง,เมืองนครปฐม,นครปฐม,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),8/11/2534 0:00:00,14/11/2534 0:00:00,132.00,129.00,18.18,0.00,15.00,,2.00,,,WGS84,47,P,610212,1529511,,,อนุมัติ
DB29,2546,,สำนักทรัพยากรน้ำบาดาล เขต 2,บ้านสำนักคร้อ,7,สำนักคร้อ,มาบแค,เมืองนครปฐม,นครปฐม,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),15/11/2534 0:00:00,22/11/2534 0:00:00,162.00,162.00,12.01,6.28,23.03,,5.00,,,WGS84,47,P,615769,1532253,,,อนุมัติ
DB30,2546,,สำนักทรัพยากรน้ำบาดาล เขต 2,บ้านเด่น,9,สวนใหญ่,มาบแค,เมืองนครปฐม,นครปฐม,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),23/11/2534 0:00:00,30/11/2534 0:00:00,168.00,153.00,13.64,0.60,19.50,,3.00,,,WGS84,47,P,614000,1533927,,,อนุมัติ
DB32,2546,,สำนักทรัพยากรน้ำบาดาล เขต 2,บ้านทุ่งอินทนิน,5,ทุ่งอินทนนท์,ทุ่งบัว,กำแพงแสน,นครปฐม,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),8/12/2534 0:00:00,15/12/2534 0:00:00,105.00,87.00,22.73,0.30,11.10,150,1.50,,,WGS84,47,P,601129,1552904,14.03169998,99.9162989,อนุมัติ
DB33,2546,,สำนักทรัพยากรน้ำบาดาล เขต 2,บ้านหนองเขมร,8,จันเกาะ,หนองกระทุ่ม,กำแพงแสน,นครปฐม,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),16/12/2534 0:00:00,22/12/2534 0:00:00,84.00,78.00,18.01,1.24,15.55,,2.00,,1993-01-01,WGS84,47,P,592931,1548189,14.00112495,99.86670624,อนุมัติ
DB35,2546,,สำนักทรัพยากรน้ำบาดาล เขต 2,บ้านดอนชะเอม,3,วังน้ำเขียว,วังน้ำเขียว,กำแพงแสน,นครปฐม,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),1/1/2535 0:00:00,7/1/2535 0:00:00,127.50,123.00,3.41,39.00,16.20,,1.50,,,WGS84,47,P,608024,1546733,13.94952809,100.0052099,อนุมัติ
DB37,2546,,สำนักทรัพยากรน้ำบาดาล เขต 2,บ้านสระ,1,สระ,สระสี่มุม,กำแพงแสน,นครปฐม,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),18/1/2535 0:00:00,24/1/2535 0:00:00,94.50,78.00,15.91,0.90,25.50,,3.00,,,WGS84,47,P,610366,1555823,14.07798766,99.96547019,อนุมัติ
